title,company,location,salary,description,skills,source,salary_min,salary_max,salary_period,standardized_title,experience_years,education_level,city,state,standardized_title_encoded,company_encoded,city_encoded,state_encoded,education_level_encoded,salary_period_encoded,source_encoded,salary_min_scaled,salary_max_scaled,experience_years_scaled,Python,Java,JavaScript,C++,C#,SQL,NoSQL,MongoDB,React,Angular,Vue,Node.js,AWS,Azure,GCP,Docker,Kubernetes,Git,CI/CD,Jenkins,TensorFlow,PyTorch,Scikit-learn,Pandas,NumPy,R,Tableau,Power BI,Excel,Machine Learning,Deep Learning,NLP,Computer Vision,Data Analysis,Data Visualization,Statistics,Agile,Scrum,Project Management,REST API,GraphQL,Django,Flask,Spring,Hibernate,TypeScript,Go,Rust,Swift,Kotlin,PHP,Ruby,Rails,Linux,Unix,Windows Server,desc_svd_0,desc_svd_1,desc_svd_2,desc_svd_3,desc_svd_4,desc_svd_5,desc_svd_6,desc_svd_7,desc_svd_8,desc_svd_9,city_state,is_tech_hub,state_CA,state_CO,state_FL,state_GA,state_IL,state_MA,state_NY,state_TX,state_WA,is_tech_giant,experience_level,exp_Not Specified,exp_Entry Level,exp_Mid Level,exp_Senior,exp_Expert,education_rank,edu_Bachelor's,edu_Master's,edu_Not Specified,salary_avg,salary_annual,salary_range,salary_range_pct
Software Engineer,CodeMasters,"Miami, FL",$65268 - $88585,Behavior instead project audience take purpose thousand. Show part card president avoid. Newspaper door fast family.,"Power BI, Scrum, NoSQL, Windows Server",CareerBuilder,65268.0,88585.0,annual,Software Engineer,,Not Specified,Miami,FL,5,2,6,2,2,0,0,-0.6832615401340264,-0.4177778149463576,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09870022667544626,0.11664638340581161,-0.050345311635358825,0.05105225482435801,0.12651818102215143,-0.0644424287367552,-0.09753763291812138,-0.06985525755089024,0.13029908845005303,-0.09450240902321087,Miami_FL,0,False,False,True,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,76926.5,76926.5,23317.0,35.725010725010726
Cybersecurity Analyst,CodeMasters,"Boston, MA",$84937 - $98827,Within medical can long chance provide. Would mother simply guess speech. Model important system take agency help. Wait former news former travel.,"Deep Learning, Django, Ruby, R, Scikit-learn, GraphQL",CareerBuilder,84937.0,98827.0,annual,Other,,Not Specified,Boston,MA,3,2,2,5,2,0,0,0.6980135993548457,0.24633603381399088,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20292988416143343,0.029028083463182364,0.2094658422354342,-0.07452551016449833,0.23105197780118739,0.00239141474028548,0.09092834983843563,-0.054415522529725605,0.01774909195268044,0.04347599645859309,Boston_MA,1,False,False,False,False,False,True,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,91882.0,91882.0,13890.0,16.353297149652096
Machine Learning Engineer,SecureIT,"Atlanta, GA",$51736 - $66389,Fight remember order west together blood sure. What where other kind three structure small there. Certainly receive back campaign energy play price. Within including report majority under future.,"Flask, Machine Learning, JavaScript, Scrum, Kotlin, Deep Learning, Rust",Glassdoor,51736.0,66389.0,annual,Machine Learning Engineer,,Bachelor's,Atlanta,GA,2,7,0,3,0,0,1,-1.6335597346311244,-1.8570153649448633,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976673038153831,-0.01318024376587172,0.006753084765997208,-0.019879582928434378,-0.026655204284224018,0.15909866007672516,0.0013115253081731337,0.029449301965779124,-0.12955852263409842,-0.07776487560310179,Atlanta_GA,0,False,False,False,True,False,False,False,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,59062.5,59062.5,14653.0,28.322638008350086
Backend Developer,DevOpsPro,"Chicago, IL",$86808 - $105600,Once address economic health western executive. Identify simply two middle. Daughter where quite despite apply act. Question design student method watch decide. Improve remember positive economic thousand response. Leader among pretty sound show.,"Ruby, Spring, Jenkins, React, NoSQL, TensorFlow, Deep Learning",Glassdoor,86808.0,105600.0,annual,Software Engineer,,Not Specified,Chicago,IL,5,4,3,4,2,0,1,0.8294064401695125,0.6855122784589665,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17395837219929178,-0.09377112670042101,0.0216615885078688,0.0770854039966026,0.09546495413212125,0.17853999692430111,0.09208167744633033,0.061561156618602855,0.10849650384051149,-0.0482967078301631,Chicago_IL,0,False,False,False,False,True,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,96204.0,96204.0,18792.0,21.647774398672933
Software Engineer,TechCorp,"Los Angeles, CA",$52492 - $81217,Brother officer institution future prevent eat. Station imagine style home owner data create. Clear art myself. Focus since front. Church main ahead know. High year someone answer charge individual trade want.,"Data Visualization, Unix, Ruby",Glassdoor,52492.0,81217.0,annual,Software Engineer,,Not Specified,Los Angeles,CA,5,8,5,0,2,0,1,-1.5804688807263205,-0.8955351707036557,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20137175556273898,0.018008184809955696,-0.04175470674599511,-0.006330917923012085,0.007736269622628168,-0.013321241297137687,-0.06959000896383767,0.015630148471067154,-0.1167805812442313,-0.16361487707663658,Los Angeles_CA,1,True,False,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,66854.5,66854.5,28725.0,54.72262439990856
Cloud Engineer,TechCorp,"New York, NY",$94129 - $114159,Start by name. Into real hot benefit not. Drop indeed may thought compare. Probably significant pay feel. Care consider role add study others suggest.,"Flask, Scikit-learn, TypeScript, Data Analysis, Excel, NumPy, AWS, Python, Scrum, Git",CareerBuilder,94129.0,114159.0,annual,DevOps Engineer,,Bachelor's,New York,NY,1,8,7,6,0,0,0,1.3435309658799215,1.2404966986444599,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1718115102511465,0.07197712077793697,0.0569915863301874,0.00983642019011284,-0.05521677269042399,0.15402752750767043,0.010225369072122889,0.057116363107462036,-0.05435697197434601,0.1552912743025927,New York_NY,1,False,False,False,False,False,False,True,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,104144.0,104144.0,20030.0,21.27930818345037
Full Stack Developer,DevOpsPro,"Denver, CO",$67621 - $80415,Him will his agree say wish. What student ready all. Than affect should institution however. Ever road class factor huge tell. Prove computer likely small it.,"Angular, Deep Learning, Scikit-learn, React, Ruby",Glassdoor,67621.0,80415.0,annual,Software Engineer,,Not Specified,Denver,CO,5,4,4,1,2,0,1,-0.5180197686551858,-0.9475386179508535,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20843660863215951,0.2452426190356579,-0.15837555849941534,-0.09974470392705963,0.10525359491604679,0.22866452948749158,-0.07223731178263633,0.014149776699524389,0.06414558796224311,-0.05526375298284947,Denver_CO,0,False,True,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,74018.0,74018.0,12794.0,18.92015793910176
Data Scientist,FutureTech,"Seattle, WA",$83223 - $96921,Quite deal PM send close. My play strategy issue forward movie. Improve five reality own. Leave author two population start. Consider accept thing price. Church husband beat surface us hold church.,"Machine Learning, Rust, GraphQL, Kotlin",Glassdoor,83223.0,96921.0,annual,Data Scientist,,Bachelor's,Seattle,WA,0,5,9,8,0,0,1,0.5776462401050656,0.12274679384745854,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17383401360057404,-0.002144121337878835,0.1654102167099542,-0.034104412156121186,-0.050120660715365445,-0.03927511994940031,-0.11646158011735128,-0.12305216274269186,0.11083309710171561,-0.10340050298280971,Seattle_WA,1,False,False,False,False,False,False,False,False,True,0,Not Specified,True,False,False,False,False,3,True,False,False,90072.0,90072.0,13698.0,16.459392235319566
Data Scientist,CodeMasters,"Atlanta, GA",$71097 - $83239,Commercial alone suddenly product. Part although tend here build sport director time. Partner view in argue.,"Angular, Excel, REST API, TypeScript, Flask, Jenkins, Scikit-learn, PHP, Django, NoSQL",CareerBuilder,71097.0,83239.0,annual,Data Scientist,,Not Specified,Atlanta,GA,0,2,0,3,2,0,0,-0.2739142022886537,-0.7644242351253092,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10458957043799115,0.11636000423156026,-0.01789009730578125,-0.023659627569205907,-0.07491335082461928,-0.1694078783142527,0.019963894506603148,0.22176125659434945,0.03861397379360651,-0.0270460268211533,Atlanta_GA,0,False,False,False,True,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,77168.0,77168.0,12142.0,17.078076430791736
Cybersecurity Analyst,InnovateX,"Austin, TX",$87850 - $100813,Gun financial science despite. Computer worker language same back adult full. Grow people third.,"Java, Pandas, Unix, C#",SimplyHired,87850.0,100813.0,annual,Other,,Bachelor's,Austin,TX,3,6,1,7,0,0,2,0.9025819292816892,0.375112650064533,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14079142543915613,-0.05893992631956381,-0.0632808860622461,0.01725615695721991,0.024644420730660796,0.024054892643205854,0.0021059821732506666,0.09720218032875896,-0.026325283461599444,0.0731590126877627,Austin_TX,1,False,False,False,False,False,False,False,True,False,0,Not Specified,True,False,False,False,False,3,True,False,False,94331.5,94331.5,12963.0,14.755833807626637
Frontend Developer,AI Solutions,"Los Angeles, CA",$80092 - $99793,Look happy black spend. Month old theory people positive image which practice. Bad start medical part. Good new tree and century. Sense region activity modern parent.,"TensorFlow, Swift, Node.js, Windows Server",CareerBuilder,80092.0,99793.0,annual,Software Engineer,,Bachelor's,Los Angeles,CA,5,0,5,0,0,0,0,0.35776864278239234,0.30897360244340866,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Los Angeles_CA,1,True,False,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,89942.5,89942.5,19701.0,24.5979623433052
Cloud Engineer,Cloudify,"Atlanta, GA",$87238 - $114446,Job season research Democrat indeed worry. Still want partner work according. Window man six certainly art practice measure. Five others official white as protect. Perhaps serious thus share push federal.,"Agile, React, Ruby",Glassdoor,87238.0,114446.0,annual,DevOps Engineer,,Not Specified,Atlanta,GA,1,1,0,3,2,0,1,0.8596036189778004,1.2591064110633448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17480956482803406,-0.04864814763425644,0.05135165631159733,-0.014795068717868794,-0.05295210283441684,0.11108942495207383,0.19986736044486775,-0.006579154648925167,0.003507995982715853,-0.03400862764772223,Atlanta_GA,0,False,False,False,True,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,100842.0,100842.0,27208.0,31.188243655287835
Full Stack Developer,DataWorks,"Los Angeles, CA",$56702 - $82040,Rise even think people garden second realize. Program community more eight apply minute. Response hospital figure land. National seven real least meeting support three. Protect school north gun treat significant cold.,"CI/CD, R, C++, Python, Windows Server, Ruby, Docker, Linux",Glassdoor,56702.0,82040.0,annual,Software Engineer,,Not Specified,Los Angeles,CA,5,3,5,0,2,0,1,-1.2848174323940131,-0.8421700371819054,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24523027857529495,0.006599302437091158,0.2133403740753036,0.19808044431104233,-0.13110550977570978,0.0539742318518245,0.15577636790933153,0.00174139342158945,0.0057136083778220915,0.027648946960011488,Los Angeles_CA,1,True,False,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,69371.0,69371.0,25338.0,44.68625445310571
UX/UI Designer,InnovateX,"Austin, TX",$52672 - $63254,Analysis perhaps like. Similar weight message kid she American PM. Movie office add suddenly watch fill.,"Scikit-learn, REST API, Flask, C++",Glassdoor,52672.0,63254.0,annual,UX/UI Designer,,Not Specified,Austin,TX,6,6,1,7,2,0,1,-1.5678282012251767,-2.0602956730744952,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969971445726833,0.09183808314624745,-0.0775234712597043,-0.09640167033180211,-0.0819210858699066,0.0011850090471443061,-0.11652252284540517,-0.049629454141309225,0.05455797753035592,0.05696035907685383,Austin_TX,1,False,False,False,False,False,False,False,True,False,0,Not Specified,True,False,False,False,False,0,False,False,True,57963.0,57963.0,10582.0,20.090370595382744
Machine Learning Engineer,CodeMasters,"Austin, TX",$69662 - $96358,Design act feeling something return you turn. Suffer why my suggest eat significant before. Record machine total how arm program by. Base cold himself painting half of physical even. Thousand front myself agree door will simple. Support thus open.,"GraphQL, Data Analysis, C++, Statistics, Data Visualization",Glassdoor,69662.0,96358.0,annual,Machine Learning Engineer,,Master's,Austin,TX,2,2,1,7,1,0,1,-0.37468850831166106,0.08624063324873991,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22463059752590125,-0.10938946990702408,0.0114876108536514,0.053156240958489864,0.09895200931790979,0.12350196319177553,-0.09468758405387723,-0.04636470827570417,-0.0512385925381916,-0.05086050145818402,Austin_TX,1,False,False,False,False,False,False,False,True,False,0,Not Specified,True,False,False,False,False,4,False,True,False,83010.0,83010.0,26696.0,38.32218426114668
Full Stack Developer,Cloudify,"New York, NY",$94196 - $119596,Action mind something behind money fight performance. Computer quality receive truth for city skin. Interesting reach vote simply. Arrive room offer season political push free star.,"Kubernetes, Tableau, Statistics",CareerBuilder,94196.0,119596.0,annual,Software Engineer,,Not Specified,New York,NY,5,1,7,6,2,0,0,1.348236107694236,1.5930437593464726,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19541309777960886,0.007228527524479731,-0.00637773505003985,-0.11017273736576831,0.14512794417007227,-0.048256690431213875,-0.029789820818011792,0.06553369413666629,-0.010895707018621054,-0.06540675839666509,New York_NY,1,False,False,False,False,False,False,True,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,106896.0,106896.0,25400.0,26.96505159454754
DevOps Engineer,Cloudify,"Atlanta, GA",$83528 - $109814,Degree yard media opportunity itself. Enough team order white. Me increase memory subject tell. Truth account work life. Indeed care ago business. Finish onto free southern.,"R, NoSQL, NLP, JavaScript, Node.js, Azure, Python, Ruby",SimplyHired,83528.0,109814.0,annual,DevOps Engineer,,Not Specified,Atlanta,GA,1,1,0,3,2,0,2,0.5990651692597814,0.9587573242191801,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17377794373100391,-0.10299397209447302,0.08860010641090914,-0.0066161542176774585,0.08580042147079685,-0.005025591231633303,-0.186685467891405,0.01171084877476379,-0.04393339422653861,-0.010887611138354236,Atlanta_GA,0,False,False,False,True,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,96671.0,96671.0,26286.0,31.46968681160808
DevOps Engineer,FutureTech,"San Francisco, CA",$55539 - $72236,Traditional else key stop Mrs. Page similar blood up. Your subject environmental drug develop character finish. Budget wife effect stop just. Everything seem above.,"Kubernetes, Rust, Flask, React, AWS, Git, Azure, Statistics, Windows Server",Glassdoor,55539.0,72236.0,annual,DevOps Engineer,,Not Specified,San Francisco,CA,1,5,8,0,2,0,1,-1.3664902671708477,-1.4778830007873005,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15545737014103259,0.04222395217751285,0.13117604513113834,-0.097195889523242,-0.007620056166512099,-0.056924948590600474,-0.14185322764484803,0.19251130334488187,-0.025894953998444083,0.043573682931012575,San Francisco_CA,1,True,False,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,63887.5,63887.5,16697.0,30.06355894056429
DevOps Engineer,SecureIT,"Atlanta, GA",$95817 - $107672,Head race dog look tax speech. Now beyond poor although tax. Safe most share baby challenge of. Notice choice particular offer. Discover his establish collection tax pretty appear.,"R, Python, CI/CD, Windows Server",SimplyHired,95817.0,107672.0,annual,DevOps Engineer,,Bachelor's,Atlanta,GA,1,7,0,3,0,0,2,1.4620724492017587,0.8198653242148191,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22604222073071714,0.03780328606068889,-0.018936849692816157,-0.0662714829026031,-0.046345733730006354,-0.08901095566882791,0.10550334885345092,0.13575979241967637,0.15890517808229326,0.03520084956486554,Atlanta_GA,0,False,False,False,True,False,False,False,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,101744.5,101744.5,11855.0,12.372543494369475
DevOps Engineer,Cloudify,"Chicago, IL",$91001 - $117192,Deep security number rich. Including beautiful could blue administration subject carry hundred. War know they civil. Large onto group. Study senior whole school individual. First first box participant executive.,"Agile, NoSQL, JavaScript, Computer Vision, Pandas",SimplyHired,91001.0,117192.0,annual,DevOps Engineer,,Not Specified,Chicago,IL,1,1,3,4,2,0,2,1.123864046548934,1.4371631020119795,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16849205822286195,-0.020035316637689954,-0.012359404225172581,-0.020873366097896945,-0.0034512705077145494,0.06921144694154097,0.1278589433651407,0.05876902293195152,-0.18093831974815855,-0.09712360105032417,Chicago_IL,0,False,False,False,False,True,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,104096.5,104096.5,26191.0,28.781002406566962
Database Administrator,WebWizards,"Denver, CO",$73104 - $89834,May loss truth suggest minute heavy. Third space for name bad better. Source friend sing teacher treatment our baby.,"NumPy, Python, Ruby, Kotlin, Angular",Glassdoor,73104.0,89834.0,annual,Other,,Bachelor's,Denver,CO,3,9,4,1,0,0,1,-0.13297062585090058,-0.33678990271225534,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Denver_CO,0,False,True,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,81469.0,81469.0,16730.0,22.885204639964982
Backend Developer,Cloudify,"New York, NY",$99775 - $125791,Somebody box laugh or result sense big. Phone turn will education world effect. Pressure at nor pay.,"Statistics, Angular, React",SimplyHired,99775.0,125791.0,annual,Software Engineer,,Not Specified,New York,NY,5,1,7,6,2,0,2,1.7400269462324647,1.9947412103394777,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13928295568411952,0.029192382222202298,0.08181773352944219,-0.059522902084835363,0.12840181520099575,-0.04419126837257959,0.13264854433863657,-0.018990259691444987,-0.07489491585324226,-0.08856877453703613,New York_NY,1,False,False,False,False,False,False,True,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,112783.0,112783.0,26016.0,26.074668003006767
Database Administrator,DataWorks,"Chicago, IL",$61701 - $88177,Side drop suffer herself. Piece main growth wind. Magazine smile always company foreign behind.,"TensorFlow, Pandas, C++, Docker, AWS, Tableau",Glassdoor,61701.0,88177.0,annual,Other,,Not Specified,Chicago,IL,3,3,3,4,2,0,1,-0.933757672248359,-0.4442334339948073,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10035349853233572,-0.14427848710779792,-0.11146762888734636,0.07785785661707759,0.18327311486866282,0.11272615705520479,0.09008315699346282,-0.05555290370826685,0.008620791364178095,0.01509894008481207,Chicago_IL,0,False,False,False,False,True,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,74939.0,74939.0,26476.0,42.91016353057487
Machine Learning Engineer,DataWorks,"Chicago, IL",$82874 - $111364,Western open really least. Civil growth indicate bag early anyone. Decision create in manage development detail. Discussion attention both game the lot soldier. Green within some stop process spring.,"Vue, Tableau, Kubernetes, Excel, Spring, GraphQL, NoSQL, PHP",Glassdoor,82874.0,111364.0,annual,Machine Learning Engineer,,Bachelor's,Chicago,IL,2,3,3,4,0,0,1,0.5531373670722923,1.059262739721869,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.19773989901548383,0.12417855902736666,0.26335989495559003,0.09816558318365673,-0.08821040370729978,-0.034852472633317644,-0.11007648554097407,0.05906850227883851,-0.05521833573563164,-0.00993626115709045,Chicago_IL,0,False,False,False,False,True,False,False,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,97119.0,97119.0,28490.0,34.37748871781258
UX/UI Designer,InnovateX,"San Francisco, CA",$95441 - $124328,Left including investment side moment. Cultural present skill can skill. Nor far ok production ever. Add teacher clear care. Information war goal consider.,"Jenkins, Windows Server, React, Vue, Deep Learning, Statistics",Glassdoor,95441.0,124328.0,annual,UX/UI Designer,,Not Specified,San Francisco,CA,6,6,8,0,2,0,1,1.4356674742438138,1.8998770665456495,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13886997401414974,0.09099970866591073,-0.03261698020939558,-0.07078819536612511,-0.0498505373983362,0.17018526134128126,-0.025581320196141368,0.02576996456010614,-0.159310026893748,-0.11396463914040675,San Francisco_CA,1,True,False,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,0,False,False,True,109884.5,109884.5,28887.0,30.26686644104735
UX/UI Designer,InnovateX,"Boston, MA",$54197 - $81716,Court professional today effect. Wonder notice role stuff. Ball then step speech. Stand remain town option stay section campaign.,"NumPy, Excel, Spring, AWS, Data Analysis, NLP",SimplyHired,54197.0,81716.0,annual,UX/UI Designer,,Bachelor's,Boston,MA,6,6,2,5,0,0,2,-1.4607335554515974,-0.863178911132145,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1365851202662909,0.12546638223422124,0.10720978234351619,-0.06606303673585676,0.12417639086657743,0.00794225329898523,0.13101447005059247,0.08530354904717519,0.09507570250255318,0.033523235115264935,Boston_MA,1,False,False,False,False,False,True,False,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,67956.5,67956.5,27519.0,50.775873203313836
Software Engineer,DevOpsPro,"Denver, CO",$61283 - $81451,Itself both office citizen account bad garden. Meet summer year window create say back young. Third light bank economic cover concern. Garden author stand both.,"NoSQL, Rails, Project Management, Angular, Node.js, Machine Learning",SimplyHired,61283.0,81451.0,annual,Software Engineer,,Bachelor's,Denver,CO,5,4,4,1,0,0,2,-0.963112139089904,-0.8803620950729272,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19832132246644976,-0.049806236949615806,0.011413639483971002,0.00531572734713414,0.03844673284635829,-0.11287631155725456,-0.05941462751687632,0.05679494392357548,0.16228315180561875,-0.11516908141772352,Denver_CO,0,False,True,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,71367.0,71367.0,20168.0,32.909616043601
Cloud Engineer,Cloudify,"Denver, CO",$52145 - $76969,Build bar real if none seek public article. Suffer culture life find can. Write interview have able whom art. Usually option range bad watch hospital first. Politics fight by test huge interview sell.,"Statistics, Power BI, PHP, SQL, Azure",Glassdoor,52145.0,76969.0,annual,DevOps Engineer,,Bachelor's,Denver,CO,1,1,4,1,0,0,1,-1.6048373017646365,-1.1709848513845735,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19659832464628352,-0.14997877763383402,0.10659370834280052,0.1637819993589314,0.16246437098155025,0.2266446122918114,-0.040874772732412426,-0.09757574843953304,0.01310070603060079,-0.14343114394860187,Denver_CO,0,False,True,False,False,False,False,False,False,False,0,Not Specified,True,False,False,False,False,3,True,False,False,64557.0,64557.0,24824.0,47.60571483363697
